1.544427
20.0141	53.7778	2.4444
20.0424	50.8889	2.3779
20.0707	50.3333	2.3649
20.0989	53.8889	2.4470
20.1272	47.3333	2.2933
20.1555	50.1111	2.3596
20.1837	47.7778	2.3040
20.2120	47.7778	2.3040
20.2403	51.5556	2.3934
20.2685	49.3333	2.3413
20.2968	50.3333	2.3649
20.3251	49.0000	2.3333
20.3533	48.2222	2.3147
20.3816	52.3333	2.4114
20.4099	54.7778	2.4671
20.4381	50.7778	2.3753
20.4664	51.6667	2.3960
20.4946	50.4444	2.3675
20.5229	49.4444	2.3439
20.5512	47.2222	2.2906
20.5794	47.6667	2.3014
20.6077	48.3333	2.3174
20.6360	48.1111	2.3121
20.6642	49.1111	2.3360
20.6925	49.7778	2.3518
20.7208	50.2222	2.3623
20.7490	45.4737	2.1879
20.7773	48.3158	2.2552
20.8056	46.2105	2.2055
20.8338	45.5789	2.1904
20.8621	47.8947	2.2453
20.8904	51.1579	2.3206
20.9186	46.2105	2.2055
20.9469	47.7895	2.2429
20.9752	48.3158	2.2552
21.0034	43.8947	2.1495
21.0317	46.0000	2.2005
21.0600	49.1579	2.2748
21.0882	49.4737	2.2821
21.1165	42.5263	2.1158
21.1448	47.6842	2.2404
21.1730	48.7368	2.2650
21.2013	48.3158	2.2552
21.2296	45.0526	2.1777
21.2578	44.0000	2.1521
21.2861	43.2000	2.0785
21.3143	47.4000	2.1772
21.3426	48.9000	2.2113
21.3709	46.1000	2.1471
21.3991	47.0000	2.1679
21.4274	45.1000	2.1237
21.4557	46.1000	2.1471
21.4839	46.8000	2.1633
21.5122	42.7000	2.0664
21.5405	46.6000	2.1587
21.5687	50.9000	2.2561
21.5970	43.1000	2.0761
21.6253	46.5000	2.1564
21.6535	43.1000	2.0761
21.6818	46.1000	2.1471
21.7101	45.9000	2.1424
21.7383	42.8000	2.0688
21.7666	46.1000	2.1471
21.7949	47.3000	2.1749
21.8231	42.8000	2.0688
21.8514	46.1000	2.1471
21.8797	45.7000	2.1378
21.9079	45.1000	2.1237
21.9362	46.5000	2.1564
21.9645	47.1000	2.1703
21.9927	42.7000	2.0664
22.0210	46.2000	2.1494
22.0493	46.3000	2.1517
22.0775	41.9000	2.0469
22.1058	43.8000	2.0928
22.1340	45.2000	2.1260
22.1623	41.9000	2.0469
22.1906	44.8000	2.1166
22.2188	41.9000	2.0469
22.2471	42.9000	2.0712
22.2754	45.5000	2.1331
22.3036	43.4000	2.0833
22.3319	45.4000	2.1307
22.3602	44.0000	2.0976
22.3884	46.5000	2.1564
22.4167	43.0000	2.0736
22.4450	43.9000	2.0952
22.4732	44.4000	2.1071
22.5015	42.0000	2.0494
22.5298	41.2000	2.0298
22.5580	40.4000	2.0100
22.5863	42.3000	2.0567
22.6146	38.7000	1.9672
22.6428	45.8000	2.1401
22.6711	44.2000	2.1024
22.6994	43.2000	2.0785
22.7276	40.5000	2.0125
22.7559	40.9000	2.0224
22.7842	45.0000	2.1213
22.8124	41.3000	2.0322
22.8407	46.3000	2.1517
22.8690	41.4000	2.0347
22.8972	46.4000	2.1541
22.9255	41.0000	2.0248
22.9538	40.6000	2.0149
22.9820	42.4000	2.0591
23.0103	41.5000	2.0372
23.0385	44.8000	2.1166
23.0668	42.7000	2.0664
23.0951	39.0000	1.9748
23.1233	42.2000	2.0543
23.1516	40.4000	2.0100
23.1799	41.8000	2.0445
23.2081	39.0000	1.9748
23.2364	40.0000	2.0000
23.2647	39.5000	1.9875
23.2929	46.0000	2.1448
23.3212	36.5000	1.9105
23.3495	41.6000	2.0396
23.3777	43.0000	2.0736
23.4060	43.2000	2.0785
23.4343	43.4000	2.0833
23.4625	45.4000	2.1307
23.4908	40.1000	2.0025
23.5191	39.4000	1.9849
23.5473	36.9000	1.9209
23.5756	42.5000	2.0616
23.6039	41.4000	2.0347
23.6321	42.5000	2.0616
23.6604	40.3000	2.0075
23.6887	39.6000	1.9900
23.7169	41.0000	2.0248
23.7452	42.6000	2.0640
23.7735	45.2000	2.1260
23.8017	40.6000	2.0149
23.8300	42.5000	2.0616
23.8582	42.3000	2.0567
23.8865	40.1000	2.0025
23.9148	44.4000	2.1071
23.9430	36.1000	1.9000
23.9713	42.5000	2.0616
23.9996	42.2000	2.0543
24.0278	39.5000	1.9875
24.0561	39.6000	1.9900
24.0844	35.9000	1.8947
24.1126	38.8000	1.9698
24.1409	40.8000	2.0199
24.1692	35.6000	1.8868
24.1974	41.4000	2.0347
24.2257	42.0000	2.0494
24.2540	39.8000	1.9950
24.2822	36.7000	1.9157
24.3105	37.5000	1.9365
24.3388	37.3000	1.9313
24.3670	37.0000	1.9235
24.3953	36.6000	1.9131
24.4236	38.0000	1.9494
24.4518	42.6000	2.0640
24.4801	37.6000	1.9391
24.5084	37.0000	1.9235
24.5366	40.7000	2.0174
24.5649	37.3000	1.9313
24.5932	38.1000	1.9519
24.6214	37.8000	1.9442
24.6497	35.2000	1.8762
24.6780	40.4000	2.0100
24.7062	35.4000	1.8815
24.7345	35.9000	1.8947
24.7627	36.5000	1.9105
24.7910	36.8000	1.9183
24.8193	34.6000	1.8601
24.8475	37.7000	1.9416
24.8758	34.6000	1.8601
24.9041	39.7000	1.9925
24.9323	39.2000	1.9799
24.9606	34.6000	1.8601
24.9889	37.6000	1.9391
25.0171	39.0000	1.9748
25.0454	39.1000	1.9774
25.0737	35.9000	1.8947
25.1019	36.6000	1.9131
25.1302	33.0476	1.7741
25.1585	36.0952	1.8541
25.1867	34.9524	1.8245
25.2150	38.8571	1.9237
25.2433	34.6667	1.8170
25.2715	37.2381	1.8832
25.2998	36.5714	1.8663
25.3281	40.0000	1.9518
25.3563	36.7619	1.8711
25.3846	36.9524	1.8760
25.4129	40.4762	1.9634
25.4411	34.4762	1.8120
25.4694	34.2857	1.8070
25.4977	35.0476	1.8270
25.5259	39.0476	1.9284
25.5542	36.0000	1.8516
25.5824	34.5714	1.8145
25.6107	34.6667	1.8170
25.6390	36.0952	1.8541
25.6672	35.2381	1.8319
25.6955	35.3333	1.8344
25.7238	35.8182	1.8045
25.7520	37.0000	1.8340
25.7803	37.1818	1.8385
25.8086	33.5455	1.7463
25.8368	38.9091	1.8807
25.8651	37.6364	1.8497
25.8934	35.5455	1.7976
25.9216	34.9091	1.7814
25.9499	37.5455	1.8475
25.9782	35.7273	1.8022
26.0064	34.0909	1.7604
26.0347	30.5455	1.6664
26.0630	37.1818	1.8385
26.0912	34.0000	1.7581
26.1195	36.9091	1.8318
26.1478	33.7273	1.7510
26.1760	33.5455	1.7463
26.2043	35.7273	1.8022
26.2326	36.4545	1.8205
26.2608	35.0000	1.7838
26.2891	36.0909	1.8114
26.3174	39.1818	1.8873
26.3456	37.0909	1.8363
26.3739	37.4545	1.8453
26.4021	36.2727	1.8159
26.4304	36.7273	1.8273
26.4587	35.6364	1.7999
26.4869	30.8182	1.6738
