1.544427
20.0141	41.7778	2.1545
20.0424	42.2222	2.1660
20.0707	41.3333	2.1430
20.0989	43.1111	2.1886
20.1272	41.5556	2.1488
20.1555	40.1111	2.1111
20.1837	43.0000	2.1858
20.2120	40.7778	2.1286
20.2403	41.7778	2.1545
20.2685	39.2222	2.0876
20.2968	40.2222	2.1140
20.3251	38.1111	2.0578
20.3533	41.7778	2.1545
20.3816	41.6667	2.1517
20.4099	39.8889	2.1053
20.4381	38.6667	2.0728
20.4664	44.2222	2.2167
20.4946	38.6667	2.0728
20.5229	39.4444	2.0935
20.5512	43.3333	2.1943
20.5794	38.1111	2.0578
20.6077	41.8889	2.1574
20.6360	34.2222	1.9500
20.6642	39.2222	2.0876
20.6925	36.5556	2.0154
20.7208	35.4444	1.9845
20.7490	40.2105	2.0573
20.7773	35.1579	1.9238
20.8056	37.0526	1.9749
20.8338	38.5263	2.0138
20.8621	40.1053	2.0547
20.8904	40.9474	2.0761
20.9186	35.7895	1.9410
20.9469	38.9474	2.0248
20.9752	37.1579	1.9777
21.0034	38.5263	2.0138
21.0317	37.8947	1.9972
21.0600	33.4737	1.8771
21.0882	39.4737	2.0384
21.1165	38.9474	2.0248
21.1448	34.4211	1.9035
21.1730	38.3158	2.0083
21.2013	37.1579	1.9777
21.2296	37.6842	1.9917
21.2578	40.2105	2.0573
21.2861	38.0000	1.9494
21.3143	35.2000	1.8762
21.3426	35.5000	1.8841
21.3709	38.2000	1.9545
21.3991	38.9000	1.9723
21.4274	40.0000	2.0000
21.4557	33.6000	1.8330
21.4839	36.5000	1.9105
21.5122	41.6000	2.0396
21.5405	34.6000	1.8601
21.5687	38.4000	1.9596
21.5970	34.3000	1.8520
21.6253	36.0000	1.8974
21.6535	35.6000	1.8868
21.6818	35.2000	1.8762
21.7101	36.5000	1.9105
21.7383	34.8000	1.8655
21.7666	30.3000	1.7407
21.7949	36.3000	1.9053
21.8231	33.2000	1.8221
21.8514	36.6000	1.9131
21.8797	33.1000	1.8193
21.9079	36.5000	1.9105
21.9362	38.0000	1.9494
21.9645	33.2000	1.8221
21.9927	33.5000	1.8303
22.0210	33.9000	1.8412
22.0493	32.5000	1.8028
22.0775	35.6000	1.8868
22.1058	35.8000	1.8921
22.1340	32.5000	1.8028
22.1623	32.3000	1.7972
22.1906	32.9000	1.8138
22.2188	33.7000	1.8358
22.2471	37.3000	1.9313
22.2754	35.2000	1.8762
22.3036	27.6000	1.6613
22.3319	30.5000	1.7464
22.3602	33.7000	1.8358
22.3884	30.3000	1.7407
22.4167	31.8000	1.7833
22.4450	32.3000	1.7972
22.4732	32.0000	1.7889
22.5015	30.6000	1.7493
22.5298	33.1000	1.8193
22.5580	34.5000	1.8574
22.5863	36.4000	1.9079
22.6146	31.1000	1.7635
22.6428	37.6000	1.9391
22.6711	29.5000	1.7176
22.6994	31.4000	1.7720
22.7276	34.1000	1.8466
22.7559	31.3000	1.7692
22.7842	29.8000	1.7263
22.8124	28.8000	1.6971
22.8407	33.5000	1.8303
22.8690	35.1000	1.8735
22.8972	32.5000	1.8028
22.9255	32.7000	1.8083
22.9538	30.8000	1.7550
22.9820	30.2000	1.7378
23.0103	35.6000	1.8868
23.0385	28.9000	1.7000
23.0668	32.0000	1.7889
23.0951	34.2000	1.8493
23.1233	29.8000	1.7263
23.1516	32.4000	1.8000
23.1799	31.2000	1.7664
